descriptor_id,descriptor,cleaned_descriptor,merchant_name,merchant_city,merchant_state,merchant_postal_code,merchant_country,merchant_id
1fe3f504-717c-4558-9e8a-1bf4fed1aece,Airbnb,AIRBNB,Airbnb,,CA,,,b9268df3-3cb2-4361-8629-433889870aa5
1fee8c9f-e748-49bd-b5e3-f8ea2b06e981,AMAZON MKTPL*HR06S81A3,AMAZON MKTPL,Amazon,,WA,98109,USA,a22a954d-ca10-44e0-82d9-e007a0611369
2011f38d-679f-40e9-8bef-d092aba4a92f,FLUZAPP*DUNKIN,FLUZAPP,Fluz,,NY,10001,USA,73592572-bed3-4192-a996-b4facb35f064
209c900b-35d0-4f6b-89b6-58ce01b7a9e5,WM SUPERCENTER #4682,WALMART,Walmart,,VA,,USA,b44e177a-7699-4b7b-9e48-0aa438f3edef
20dc3cba-67ce-4812-9adc-b3ae7ee21c16,Nintendo CA1238212734,NINTENDO CA1238212734,Nintendo Eshop,,53,98052,USA,8f624e9c-47cc-46d7-8c91-c331c7694568
21475f2b-c184-43a5-83f5-c0f3f4fd2034,COACH CASHSTAR EGFTCRD,,COACH CASHSTAR EGFTCRD,,ME,,USA,
2243109c-b2c1-4df8-8511-6039af4825d5,MARSHALLS #1368,MARSHALLS,Marshalls,,NJ,07652,USA,98a5f68a-c392-473d-a82a-c1a42d4630c0
22599faf-5f2a-42ec-8405-900b0050df8f,TM *TICKETMASTER,TM,Ticketmaster,,CA,,USA,5fd8fa54-4876-4e8b-9a6a-3e515b98b998
233e1af3-575b-4bb5-b8bc-c93f6b6bc19e,KLM ECOMM VISA,,KLM ECOMM VISA,,36,100195369,USA,
233f1ef0-b817-4dad-b9b5-0a82e6377d58,DSW.,DSW,Dick'S Sporting Goods,,OH,43219,USA,b8ebe955-2f56-410a-9608-0b14e70bbe56
2345eb8e-da30-4d50-a780-5fd2f18b5b1c,CNK*CINEMARK.COM 001,,CNK*CINEMARK.COM 001,,TX,,USA,
237a0eea-d9a6-455e-a6cd-e0dced1782ce,AMERICAN AI 0012138045240,AMERICAN AI,American Airlines,,TX,76155,USA,0c9da074-ce31-43a9-a7bf-27b3d493092a
23833e89-ef96-4f83-9a25-2c29250e0ab3,WENDY'S DIGITAL,WENDY S DIGITAL,Wendy'S,,OH,43017,USA,071b4c72-8175-4e50-a59e-726bc90e150f
23a175b4-59ee-4610-87fe-fb68db488ea1,KLARNA* KLARNA,KLARNA,Klarna,,OH,43215,USA,633a1451-a94c-47a0-9cd0-3fa2dd41ea16
23dc6d1a-4446-4626-90cb-fd29f3a4dabf,PURCHASE 02/28 EBAY O*22-XXXXX-11750,PURCHASE EBAY O,Ebay,San Jose,CA,,,619e0c0f-7b7f-41a0-84d5-1920a88e5eff
246ec91e-c1ae-4988-b0a6-154c0576539a,Airbnb Hmapwtspyw Airbnb.com,AIRBNB HMAPWTSPYW AIRBNB COM,Airbnb,,CA,,,b9268df3-3cb2-4361-8629-433889870aa5
